CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
"['document.getdocumentelement', 'arraylist.add']","['document.getdocumentelement', 'document.getelementsbytagname', 'nodelist.getlength', 'nodelist.item', 'node.getnodetype', 'element.cast', 'element.getelementsbytagname', 'nodelist.getlength', 'nodelist.item', 'node.getnodetype', 'element.cast', 'element.getelementsbytagname', 'nodelist.getlength', 'nodelist.item', 'node.getnodetype', 'element.cast', 'element.getelementsbytagname', 'nodelist.getlength', 'nodelist.item', 'node.getnodetype', 'element.cast', 'element.getelementsby']",['document.getdocumentelement'],MulaRec,['document.getdocumentelement'],0.8009315799701614,0.0,0.875,0.5,0.36363636363636365,0.0
"['indexedpropertydescriptor.setindexedreadmethod0', 'indexedpropertydescriptor.setindexedwritemethod0', 'indexedpropertydescriptor.setindexedpropertytype', 'indexedpropertydescriptor.setindexedwritemethod0', 'indexedpropertydescriptor.setindexedpropertytype']","['indexedpropertydescriptor.setindexedreadmethod0', 'indexedpropertydescriptor.setindexedwritemethod0', 'indexedpropertydescriptor.findindexedpropertytype', 'indexedpropertydescriptor.setindexedpropertytype']","['indexedpropertydescriptor.setindexedreadmethod0', 'indexedpropertydescriptor.setindexedwritemethod0', 'indexedpropertydescriptor.findindexedpropertytype', 'indexedpropertydescriptor.setindexedwritemethod']",CodeT5,"['indexedpropertydescriptor.setindexedreadmethod0', 'indexedpropertydescriptor.setindexedwritemethod0', 'indexedpropertydescriptor.findindexedpropertytype', 'indexedpropertydescriptor.setindexedpropertytype']",0.0,0.0,0.0,0.0,0.0,0.0
['math.round'],"['card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.castarraylist<boolean', '>.<init>arraylist<boolean', '>.add', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.cast', 'card.get', 'card.castcard']",['math.max'],MulaRec,['math.max'],0.782608695652174,0.0,0.9903225806451613,1.0,0.0,1.0
"['filter.accept', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep']",['filter.accept'],"['filter.accept', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'string.valueof', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep']",MulaRec,"['filter.accept', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'string.valueof', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep', 'utils.random', 'utils.sleep']",0.7626580603813907,1.0,0.9980176737644519,0.0,0.0,0.0625
['treenode.tostring'],"['treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildren', 'treenode.haschildren', 'treenode.getchildrentreen']",['treenode.getpathasstring'],MulaRec,['treenode.getpathasstring'],0.0,0.0,0.0,0.0,0.0,0.0
"['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfloat', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>hashmap<string,tag', '>.<init>hashmap<string,tag']","['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>tag']","['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>', 'tag.getname']",MulaRec,"['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>', 'tag.getname']",0.0,0.0,0.0,0.0,0.06666666666666667,0.0625
"['matcher.gettextlength', 'matcher.append']","['matcher.gettextlength', 'stringbuffer.append']","['matcher.gettextlength', 'matcher.appendtail']",CodeT5,"['matcher.gettextlength', 'stringbuffer.append']",0.0,0.0,0.0,0.0,0.5,0.0
['arraylist.add'],"['arraylist.add', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get', 'arraylist.size', 'arraylist.get']","['vertex.getattributes', 'arraylist.add', 'linkedhashmap.<init>', 'linkedhashmap.put', 'bytebuffer.position', 'vertex.getattribute', 'linkedhashmap.get', 'bytebuffer.position', 'bytebuffer.flip', 'bytebuffer.asfloatbuffer', 'linkedhashmap.values']",MulaRec,"['vertex.getattributes', 'arraylist.add', 'linkedhashmap.<init>', 'linkedhashmap.put', 'bytebuffer.position', 'vertex.getattribute', 'linkedhashmap.get', 'bytebuffer.position', 'bytebuffer.flip', 'bytebuffer.asfloatbuffer', 'linkedhashmap.values']",0.9330783938814532,0.6901863725381451,0.0,1.0,1.0,0.09090909090909091
"['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>hashmap<string,']","['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>tag']","['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>', 'tag.getname']",MulaRec,"['datainputstream.readbyte', 'datainputstream.readshort', 'datainputstream.readint', 'datainputstream.readlong', 'datainputstream.readfloat', 'datainputstream.readdouble', 'datainputstream.readint', 'datainputstream.readfully', 'datainputstream.readshort', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readbyte', 'datainputstream.readintarraylist<tag', '>.<init>hashmap<string,tag', '>.<init>', 'tag.getname']",0.0,0.0,0.0,0.07142857142857142,0.06666666666666667,0.0625
"['jpanel.<init>', 'emptyborder.<init>', 'jpanel.setborder', 'jpanel.setlayout']","['jpanel.<init>', 'emptyborder.<init>', 'jpanel.setborder', 'gridbaglayout.<init>', 'jpanel.setlayout', 'jlabel.<init>', 'gridbagconstraints.<init>', 'insets.<init>', 'jpanel.add', 'jtextfield.<init>', 'gridbagconstraints.<init>', 'insets.<init>', 'jpanel.add', 'jtextfield.setcolumns', 'jlabel.<init>', 'gridbagconstraints.<init>', 'insets.<init>']","['jpanel.<init>', 'emptyborder.<init>', 'jpanel.setborder', 'cardlayout.<init>', 'jpanel.setlayout', 'catalog.getinstance', 'catalog.addobserver', 'jpanel.add']",MulaRec,"['jpanel.<init>', 'emptyborder.<init>', 'jpanel.setborder', 'cardlayout.<init>', 'jpanel.setlayout', 'catalog.getinstance', 'catalog.addobserver', 'jpanel.add']",0.0,0.5745984521545251,0.0,0.75,0.7058823529411765,0.5
['binarytree.convertb2d2d'],['binarytree.convertbst2dllsubrec'],['binarytree.convertbldtounicode'],CodeT5,['binarytree.convertbst2dllsubrec'],0.0,0.0,0.0,0.0,0.0,0.0
"['element.getattributelist', 'attributelist.get']","['element.getattributelist', 'attributelist.get', 'string.cast']",['element.getattributevalue'],MulaRec,['element.getattributevalue'],0.0,0.0,0.8888888888888888,0.0,0.3333333333333333,0.0
"['node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottypednode']","['node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottypednodet']","['node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.asserttrue', 'node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.asserttrue']",MulaRec,"['node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.asserttrue', 'node.cast', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.assertfalse', 'node.isnottyped', 'nodetest.asserttrue', 'node.isnottyped', 'nodetest.asserttrue']",0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.09090909090909091
"['class.isinterface', 'class.getinterfaces', 'class.getgenericsuperclass', 'class.isassignablefrom', 'class.getgenericinterfaces', 'class.getgenericsuperclass', 'class.isassignablefrom', 'class.getgenericsuperclass']","['class.isinterface', 'class.getinterfaces', 'class.getgenericinterfaces', 'class.isassignablefrom', 'class.getgenericinterfaces', 'class.isassignablefrom', 'class.getgenericinterfaces', 'class.isinterface', 'class.getsuperclass', 'class.getgenericsuperclass', 'class.isassignablefrom', 'class.getgenericsuperclass']","['class.isinterface', 'class.getinterfaces', 'class.getgenericinterfaces', 'class.isassignablefrom', 'class.getgenericinterfaces', 'class.isinterface', 'class.getsuperclass', 'class.getgenericsuperclass', 'class.isassignablefrom', 'class.getgenericsuperclass']",MulaRec,"['class.isinterface', 'class.getinterfaces', 'class.getgenericinterfaces', 'class.isassignablefrom', 'class.getgenericinterfaces', 'class.isinterface', 'class.getsuperclass', 'class.getgenericsuperclass', 'class.isassignablefrom', 'class.getgenericsuperclass']",0.0,0.0,0.0,0.0,0.0,0.0
['system.exit'],"['scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.<init>', 'scanner.nextline', 'string.equals', 'scanner.']","['file.<init>', 'file.exists']",CodeBERT,['system.exit'],0.888015717092338,0.0,0.9711966398992824,1.0,0.96,1.0
['datagramsocket.<init>'],"['datagramsocket.<init>', 'datagramsocket.setsotimeout', 'datagrampacket.<init>', 'datagramsocket.receive', 'datagrampacket.getdata', 'datagrampacket.getaddress', 'datagrampacket.getport']","['datagramsocket.<init>', 'datagramsocket.setsotimeout', 'datagramsocket.setreceivebuffersize', 'system.exit', 'receiver.<init>']",MulaRec,"['datagramsocket.<init>', 'datagramsocket.setsotimeout', 'datagramsocket.setreceivebuffersize', 'system.exit', 'receiver.<init>']",0.75,0.0,0.0,0.0,0.0,0.2
"['springlayout.cast', 'spring.constant', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.getwidth', 'spring.max', 'constraints.getheight', 'spring.max', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setwidth', 'constraints.setheight', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setx', 'constraints.getconstr']","['springlayout.cast', 'spring.constant', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.getwidth', 'spring.max', 'constraints.getheight', 'spring.max', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setwidth', 'constraints.setheight', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setx', 'constraints.getconstraint', 'spring.sum', 'constraints.setx', 'constraints.sety', 'constraints.getconstraint', 'spring.sum', 'constraints.']","['springlayout.cast', 'spring.constant', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.getwidth', 'spring.max', 'constraints.getheight', 'spring.max', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setwidth', 'constraints.setheight', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setx', 'constraints.getconstraint', 'spring.sum', 'constraints.setx', 'constraints.sety', 'constraints.getconstraint', 'spring.sum', 'constraints.sety', 'springlayout.getconstraints', 'constraints.setconstraint', 'spring.sum', 'spring.constant', 'constraints.getconstraint', 'constraints.setconstraint', 'spring.sum', 'spring.constant', 'constraints.getconstraint']",MulaRec,"['springlayout.cast', 'spring.constant', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.getwidth', 'spring.max', 'constraints.getheight', 'spring.max', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setwidth', 'constraints.setheight', 'springlayout.getconstraints', 'container.getcomponent', 'constraints.setx', 'constraints.getconstraint', 'spring.sum', 'constraints.setx', 'constraints.sety', 'constraints.getconstraint', 'spring.sum', 'constraints.sety', 'springlayout.getconstraints', 'constraints.setconstraint', 'spring.sum', 'spring.constant', 'constraints.getconstraint', 'constraints.setconstraint', 'spring.sum', 'spring.constant', 'constraints.getconstraint']",0.0,0.0,0.0,0.0,0.0,0.0
"['parser.parsetoken', 'parser.parsetoken']","['parser.parsetoken', 'parser.parsenumericinputs']",['parser.parsetoken'],MulaRec,['parser.parsetoken'],1.0,0.0,1.0,0.0,0.0,0.0
"['string.charat', 'character.touppercase', 'stringbuilder.append', 'stringbuilder.tostring']","['string.charat', 'character.touppercase', 'stringbuilder.append', 'string.substring', 'stringbuilder.append', 'stringbuilder.tostring']","['string.charat', 'character.touppercase', 'stringbuilder.append', 'string.length', 'string.substring', 'stringbuilder.append', 'stringbuilder.tostring']",MulaRec,"['string.charat', 'character.touppercase', 'stringbuilder.append', 'string.length', 'string.substring', 'stringbuilder.append', 'stringbuilder.tostring']",0.9124161150739306,0.8351313973206322,0.9928102000522502,0.75,0.8333333333333334,0.8571428571428571
"['list.size', 'list.get']","['color.<init>', 'color.getred', 'color.getgreen', 'color.getblue', 'color.<init>', 'color.getred', 'color.getgreen', 'color.getblue', 'color.<init>', 'color.getred', 'color.getgreen', 'color.getblue', 'color.<init>', 'color.getred', 'color.getgreen', 'color.getblue', 'color.<init>', 'color.getred', 'color.getgreen', 'color.getblue', 'color.<init>', 'color.getred', 'color.getgreen']",['math.abs'],MulaRec,['math.abs'],0.7983499466791724,0.792041769930778,0.9883177570093458,1.0,0.2608695652173913,1.0
"['map<string>.get', 'server.setqueuetimeouterror']",['map<string>.get'],"['map<string>.getmap<string', '>.put']",CodeT5,['map<string>.get'],0.0,0.696969696969697,0.0,0.0,0.0,0.0
"['tablemodel.countquantity', 'integer.valueof', 'card.getmanacost', 'integer.valueof', 'card.getmanacost', 'card.getmanacost', 'card.iscreature', 'card.getbaseattack', 'integer.valueof', 'card.getmanacost', 'card.iscreature', 'card.getbaseattack', 'integer.valueof']","['tablemodel.countquantity', 'integer.valueof', 'card.getname', 'card.getmanacost', 'card.getbasedefense', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattack', 'card.getbaseattackcard']","['tablemodel.countquantity', 'integer.valueof', 'card.getname', 'card.getmanacost', 'card.iscreature', 'card.getbasedefensestring', 'card.getbaseattackstring', 'card.isplaneswalker', 'card.getbaseloyalty', 'integer.tostring', 'card.getrarity', 'card.getcursetcode', 'card.getsets', 'card.getcursetcode', 'card.getsvar']",MulaRec,"['tablemodel.countquantity', 'integer.valueof', 'card.getname', 'card.getmanacost', 'card.iscreature', 'card.getbasedefensestring', 'card.getbaseattackstring', 'card.isplaneswalker', 'card.getbaseloyalty', 'integer.tostring', 'card.getrarity', 'card.getcursetcode', 'card.getsets', 'card.getcursetcode', 'card.getsvar']",0.0,0.0,0.0,0.3076923076923077,0.058823529411764705,0.13333333333333333
"['linkedlist.isempty', 'linkedlist.remove', 'sourcedataline.write', 'sourcedataline.flush']","['linkedlist.isempty', 'linkedlist.remove', 'sourcedataline.stop', 'linkedlist.isempty', 'linkedlist.remove', 'sourcedataline.write', 'sourcedataline.drain', 'sourcedataline.stop']","['linkedlist.isempty', 'linkedlist.remove', 'linkedlist.isempty', 'linkedlist.remove', 'list.add', 'sourcedataline.write']",MulaRec,"['linkedlist.isempty', 'linkedlist.remove', 'linkedlist.isempty', 'linkedlist.remove', 'list.add', 'sourcedataline.write']",0.0,0.8282477531331041,0.9795484478910034,0.0,0.0,0.16666666666666666
"['attribute.<init>', 'string.cast', 'attribute.<init>']","['attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>', 'streamtokenizer.pushbackstreamtoken']","['attribute.<init>', 'streamtokenizer.nexttoken', 'streamtokenizer.pushback', 'attribute.<init>', 'string.equalsignorecase', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>']",MulaRec,"['attribute.<init>', 'streamtokenizer.nexttoken', 'streamtokenizer.pushback', 'attribute.<init>', 'string.equalsignorecase', 'attribute.<init>', 'streamtokenizer.pushback', 'streamtokenizer.nexttoken', 'attribute.<init>']",0.9513032931229344,0.0,0.997663466265779,0.3333333333333333,0.0,0.1111111111111111
['string.equalsignorecase'],"['arraylist<string>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.sizearraylist<string', '>.removearraylist<string', '>.size']",['string.equals'],MulaRec,['string.equals'],0.7791666666666667,0.0,0.9915343915343915,1.0,0.0,1.0
"['composite.setlayout', 'composite.getfont']","['composite.setlayout', 'label.<init>', 'label.settext', 'spinner.<init>', 'spinner.setminimum', 'spinner.setmaximum', 'spinner.setselection', 'spinner.setpageincrement', 'listener.<init>', 'spinner.addlistener', 'composite.getfont']","['composite.setlayout', 'label.<init>', 'composite.getfont', 'label.setfont', 'label.setlayoutdata']",MulaRec,"['composite.setlayout', 'label.<init>', 'composite.getfont', 'label.setfont', 'label.setlayoutdata']",1.0,0.0,0.0,0.0,0.0,0.0
['relationship.<init>'],"['hashtable<string,integer>.<init>hashtable<string,integer', '>.puthashtable<string,integer', '>.<init>hashtable<string,integer', '>.puthashtable<string,integer', '>.<init>hashtable<string,integer', '>.puthashtable<string,integer', '>.<init>hashtable<string,integer', '>.puthashtable<string,integer', '>.<init>hashtable<string,integer>']",['entity.getmainword'],MulaRec,['entity.getmainword'],1.0,0.0,0.0,0.0,0.0,0.0
"['matcher.find', 'matcher.group']","['matcher.find', 'matcher.group', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substringstring']","['matcher.find', 'matcher.group', 'pattern.matcher', 'matcher.find', 'matcher.group']",CodeBERT,"['matcher.find', 'matcher.group']",0.9363181773966093,0.0,1.0,0.5,0.9285714285714286,0.6
"['document.createelement', 'document.createtextnode', 'element.appendchild', 'document.createelement', 'element.settextcontent', 'element.appendchild']","['document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild']","['document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'node.getchildnodes', 'element.cast', 'element.getchildnodes', 'document.createtextnode', 'element.appendchild']",MulaRec,"['document.createelement', 'node.getchildnodes', 'node.insertbefore', 'node.appendchild', 'node.getchildnodes', 'element.cast', 'element.getchildnodes', 'document.createtextnode', 'element.appendchild']",0.0,0.0,0.0,0.0,0.0,0.1111111111111111
"['matcher.grouplist<string', '>.add']","['matcher.groupcount', 'matcher.grouplist<string', '>.add']","['matcher.grouplist<string', '>.add', 'collections.unmodifiablelist']",MulaRec,"['matcher.grouplist<string', '>.add', 'collections.unmodifiablelist']",0.0,0.0,0.0,0.0,0.0,0.0
['jlabel.settext'],"['connection.createstatement', 'statement.executequery', 'resultset.next', 'resultset.getstring', 'jlabel.settext']","['jlabel.<init>', 'jtextfield.<init>', 'jtextfield.setcolumns', 'jpanel.removeall', 'jpanel.add']",CodeBERT,['jlabel.settext'],0.776824034334764,0.84904675103958,0.8957278185713758,1.0,0.8,0.6
"['system.exit', 'jframe.<init>', 'jframe.setsize', 'borderlayout.<init>', 'jframe.getcontentpane', 'windowadapter.<init>', 'jframe.addwindowlistener', 'jframe.dispose', 'system.exit', 'bufferedreader.<init>', 'filereader.<init>', 'integer.parseint', 'jframe.setvisible']","['system.exit', 'jframe.<init>', 'borderlayout.<init>', 'jframe.getcontentpane', 'windowadapter.<init>', 'jframe.addwindowlistener', 'jframe.dispose', 'system.exit', 'bufferedreader.<init>', 'filereader.<init>', 'integer.parseint', 'jframe.setvisible']","['system.exit', 'jframe.<init>', 'borderlayout.<init>', 'jframe.getcontentpane', 'bufferedreader.<init>', 'filereader.<init>', 'integer.parseint', 'actionlistener.<init>', 'string.lastindexof', 'string.substring', 'string.length', 'jframe.getcontentpane', 'jframe.setsize', 'windowadapter.<init>', 'jframe.addwindowlistener', 'jframe.dispose', 'system.exit', 'jframe.pack', 'jframe.setvisible', 'fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject']",MulaRec,"['system.exit', 'jframe.<init>', 'borderlayout.<init>', 'jframe.getcontentpane', 'bufferedreader.<init>', 'filereader.<init>', 'integer.parseint', 'actionlistener.<init>', 'string.lastindexof', 'string.substring', 'string.length', 'jframe.getcontentpane', 'jframe.setsize', 'windowadapter.<init>', 'jframe.addwindowlistener', 'jframe.dispose', 'system.exit', 'jframe.pack', 'jframe.setvisible', 'fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject']",0.0,0.0,0.9514661361846453,0.7692307692307693,0.8333333333333334,0.8181818181818182
"['field.setaccessible', 'field.get', 'field.set']","['field.setaccessible', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.get', 'string.instance', 'string.cast', 'field.getstring']","['field.getname', 'string.equals', 'field.setaccessible', 'field.get', 'string.instance', 'string.cast', 'string.replaceall', 'field.set']",MulaRec,"['field.getname', 'string.equals', 'field.setaccessible', 'field.get', 'string.instance', 'string.cast', 'string.replaceall', 'field.set']",0.868349318564399,0.0,0.9833582824177716,0.0,0.625,0.5
['arraylist.get'],"['arraylist.get', 'math.min', 'math.max']","['arraylist.get', 'math.min', 'math.max', 'math.min', 'math.max']",MulaRec,"['arraylist.get', 'math.min', 'math.max', 'math.min', 'math.max']",0.8371212121212122,0.7256118739889127,0.9853565815282479,1.0,1.0,1.0
