original_index,final_status,codebert_status,codet5_status,mularec_status,correct_api,final_api,codebert_api,codet5_api,mularec_api
33479,1,1,1,1,string.instance,string.instance,string.instance,string.instance,string.instance
33480,0,0,0,0,hashmap<string>.<init>,hashmap<integer>.<init>,list.size,hashmap<integer>.<init>,collection.iterator
33482,1,1,0,1,math.min,math.min,math.min,random.nextdouble,math.min
33483,0,0,0,0,string.substring,string.equals,joptionpane.showmessagedialog,string.startswith,string.equals
33484,0,0,0,1,"hashmap<integer,double>.<init>",arraylist<integer>.size,system.currenttimemillis,arraylist<integer>.size,"hashmap<integer,double>.<init>"
33490,0,0,0,0,asn1sequence.getinstance,asn1sequence.instance,asn1sequence.instance,asn1sequence.instance,asn1sequence.instance
33491,1,1,1,1,attribute.cast,attribute.cast,attribute.cast,attribute.cast,attribute.cast
33492,1,1,1,0,"map<string,integer>.put","map<string,integer>.put","map<string,integer>.put","map<string,integer>.put","map<string,integer>.containskey"
33495,1,1,1,1,jlist.<init>,jlist.<init>,jlist.<init>,jlist.<init>,jlist.<init>
33496,2,0,0,0,graph.addvertex,none.none,queue<vertex>.isempty,queue<vertex>.isempty,queue<vertex>.isempty
33498,0,0,0,0,date.<init>,socket.getoutputstream,socket.getoutputstream,socket.getinputstream,socket.close
33499,1,1,1,1,system.getproperty,system.getproperty,system.getproperty,system.getproperty,system.getproperty
33500,1,1,1,1,double.instance,double.instance,double.instance,double.instance,double.instance
33501,1,1,1,1,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext
33502,2,1,1,0,affinetransformop.filter,none.none,affinetransformop.filter,affinetransformop.filter,abstractaction.setenabled
33503,1,1,1,1,objectoutputstream.flush,objectoutputstream.flush,objectoutputstream.flush,objectoutputstream.flush,objectoutputstream.flush
33505,1,1,1,1,location.getcol,location.getcol,location.getcol,location.getcol,location.getcol
33507,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33509,2,1,0,0,thread.interrupt,none.none,thread.interrupt,messagehandler.interrupt,system.exit
33511,2,1,1,1,byteorder.nativeorder,none.none,byteorder.nativeorder,byteorder.nativeorder,byteorder.nativeorder
33512,2,0,0,0,file.<init>,none.none,page.getformat,xmlformatversion.instance,page.initpage
33513,0,0,0,1,arraylist.add,double.<init>,float.<init>,double.<init>,arraylist.add
33515,2,0,0,0,url.<init>,none.none,jtextfield.settext,jeditorpane.seturl,jbutton.setenabled
33519,1,1,1,0,math.cos,math.cos,math.cos,math.cos,point.<init>
33520,0,0,0,0,string.equals,inetaddress.getbyname,inetaddress.getbyname,inetaddress.getbyname,integer.parseint
33523,1,1,1,1,collections.sort,collections.sort,collections.sort,collections.sort,collections.sort
33524,1,1,1,1,class.cast,class.cast,class.cast,class.cast,class.cast
33529,2,0,0,0,list<string>.get,none.none,list.get,arraylist<integer>.get,stringbuffer.getlength
33532,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33533,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
33539,2,0,0,0,stringbuilder.<init>,none.none,bufferedreader.<init>,inputstreamreader.close,bufferedreader.<init>
33541,1,1,1,1,scanner.<init>,scanner.<init>,scanner.<init>,scanner.<init>,scanner.<init>
33542,0,0,0,0,arraylist.<init>,documentbuilderfactory.newinstance,thread.sleep,documentbuilderfactory.newinstance,string.getbytes
33543,1,1,1,1,string.format,string.format,string.format,string.format,string.format
33548,0,0,0,0,zipfile.<init>,filereader.<init>,filereader.<init>,filereader.<init>,file.exists
33550,1,1,1,1,generalpath.lineto,generalpath.lineto,generalpath.lineto,generalpath.lineto,generalpath.lineto
33551,2,0,1,0,entity.behavior1alt,none.none,entity.behavior1d,entity.behavior1alt,entity.rotateright
33555,1,1,1,1,math.sqrt,math.sqrt,math.sqrt,math.sqrt,math.sqrt
33556,0,0,0,1,statement.addbatch,statement.executeupdate,statement.executeupdate,statement.executeupdate,statement.addbatch
33558,0,0,0,0,arraylist.<init>,arraylist.size,arraylist.size,arraylist.size,list.iterator
33559,2,0,0,1,valuehandler.<init>,none.none,string.equals,keyhandler.getcurrenttext,valuehandler.<init>
33560,2,1,0,1,connection.accept,none.none,connection.accept,datagramsocket.receive,connection.accept
33563,2,0,1,0,keepcommand.getobject,none.none,cleancommand.getobject,keepcommand.getobject,boolean.getobject
33565,0,0,0,0,arrays.sort,arrays.aslist,arraylist<file>.<init>,file.getname,arrays.aslist
33566,2,0,0,0,arraylist.<init>,none.none,classloader.getsystemclassloader,classloader.getsystemclassloader,integer.parseint
33568,2,0,1,1,runnable.<init>,none.none,countdownlatch.await,runnable.<init>,runnable.<init>
33569,0,0,0,0,internalerror.<init>,drivermanager.getconnection,drivermanager.getconnection,string.startswith,drivermanager.getconnection
33571,2,0,0,0,string.cast,none.none,"hashmap<string,integer>.put",jlist<string>.getselectedindices,object.tostring
33572,2,0,0,0,arraylist<object>.cast,none.none,object.tostring,arraylist<object>.<init>,query.executeupdate
33575,2,0,1,1,linkedblockingqueue.<init>,none.none,executors.newfixedthreadpool,linkedblockingqueue.<init>,linkedblockingqueue.<init>
33576,0,0,0,1,joptionpane.showmessagedialog,fileinputstream.<init>,arraylist.<init>,fileinputstream.<init>,joptionpane.showmessagedialog
33577,2,1,0,1,thread.<init>,none.none,thread.<init>,atomiclongarray.incrementandget,thread.<init>
33579,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33580,1,1,1,1,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring
33581,1,1,1,1,color.getalpha,color.getalpha,color.getalpha,color.getalpha,color.getalpha
33583,1,1,1,1,vector.clone,vector.clone,vector.clone,vector.clone,vector.clone
33585,1,1,1,1,string.indexof,string.indexof,string.indexof,string.indexof,string.indexof
33593,1,1,1,1,jframe.setvisible,jframe.setvisible,jframe.setvisible,jframe.setvisible,jframe.setvisible
33595,1,1,1,1,field.getobjectat,field.getobjectat,field.getobjectat,field.getobjectat,field.getobjectat
33601,2,0,0,0,path.get_vertices,none.none,path.add,vertex.addadjacentpath,path.addall
33602,2,0,1,1,elementfilter.instance,none.none,elementfilter.cast,elementfilter.instance,elementfilter.instance
33603,0,0,0,0,dateformat.getepochdelta,dateformat.format,dateformat.format,stringbuffer.<init>,dateformat.format
33604,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
33609,0,0,0,0,string.format,double.parsedouble,simpledateformat.<init>,bigdecimal.<init>,double.parsedouble
33610,1,0,1,1,jscrollpane.<init>,jscrollpane.<init>,font.<init>,jscrollpane.<init>,jscrollpane.<init>
33611,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33613,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
33620,1,1,1,1,string.length,string.length,string.length,string.length,string.length
33621,1,1,1,1,list.get,list.get,list.get,list.get,list.get
33625,2,1,1,1,messages.ensuresendtextismutable,none.none,messages.ensuresendtextismutable,messages.ensuresendtextismutable,messages.ensuresendtextismutable
33626,2,0,0,0,saxparserfactory.setnamespaceaware,none.none,saxparserfactory.setfeature,saxparserfactory.setentityresolver,saxparserfactory.setvalidating
33630,2,1,1,1,control.gettotalcontrols,none.none,control.gettotalcontrols,control.gettotalcontrols,control.gettotalcontrols
33631,0,0,0,0,jtextfield.<init>,jbutton.settext,actionlistener.<init>,jbutton.settext,jpanel.setborder
33637,2,0,0,1,"treemap<string,object>.<init>",none.none,object>.tostring,object>.entryset,"treemap<string,object>.<init>"
33638,0,0,0,0,url.<init>,runnable.<init>,inetaddress.getlocalhost,runnable.<init>,thread.sleep
33639,0,0,0,0,integer.parseint,connection.createstatement,connection.createstatement,connection.createstatement,string.equals
33640,2,1,0,0,map.keyset,none.none,map.keyset,map.entryset,map.clear
33645,0,0,0,0,arraylist.add,random.nextdouble,random.nextdouble,random.nextdouble,double.isinfinite
33649,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33650,0,0,0,0,url.toexternalform,stringbuilder.<init>,arrays.aslist,stringbuilder.<init>,jarfile.<init>
33653,2,1,1,1,utils.ismemoryfull,none.none,utils.ismemoryfull,utils.ismemoryfull,utils.ismemoryfull
33654,1,1,1,1,threadlocal<submitter>.get,threadlocal<submitter>.get,threadlocal<submitter>.get,threadlocal<submitter>.get,threadlocal<submitter>.get
33655,2,0,0,0,list<file>.iterator,none.none,list<file>.size,list<file>.size,list<file>.size
33656,1,1,0,1,matcher.group,matcher.group,matcher.group,matcher.groupcount,matcher.group
33657,2,0,0,0,list<integer>.iterator,none.none,"map<integer,publickey>.size","map<integer,publickey>.size","map<integer,publickey>.size"
33659,2,1,1,1,proxy.<init>,none.none,proxy.<init>,proxy.<init>,proxy.<init>
33664,1,1,1,1,double.isnan,double.isnan,double.isnan,double.isnan,double.isnan
33665,1,1,1,1,string.substring,string.substring,string.substring,string.substring,string.substring
33666,1,1,1,1,integer.instance,integer.instance,integer.instance,integer.instance,integer.instance
33667,1,1,1,1,baseabstractunivariatesolver.<init>,baseabstractunivariatesolver.<init>,baseabstractunivariatesolver.<init>,baseabstractunivariatesolver.<init>,baseabstractunivariatesolver.<init>
33668,2,0,0,0,predicate.distsquared,none.none,predicate.test,math.sqrt,math.abs
33669,0,0,0,0,system.exit,integer.parseint,integer.parseint,scanner.<init>,integer.parseint
33670,1,1,0,1,string.cast,string.cast,string.cast,string.instance,string.cast
33674,1,1,1,1,color.<init>,color.<init>,color.<init>,color.<init>,color.<init>
33675,1,1,1,1,dateformat.format,dateformat.format,dateformat.format,dateformat.format,dateformat.format
33677,2,1,1,1,types.issametype,none.none,types.issametype,types.issametype,types.issametype
33679,0,0,0,0,utils.getpiecen,string.charat,string.valueof,string.charat,string.format
33680,1,1,1,1,arraylist.cast,arraylist.cast,arraylist.cast,arraylist.cast,arraylist.cast
33682,2,1,1,1,complex.mod,none.none,complex.mod,complex.mod,complex.mod
33683,2,0,0,0,file.topath,none.none,set<file>.add,directorymonitor.start,thread.start
33684,0,0,0,0,keyadapter.<init>,jbutton.settext,jbutton.settext,jbutton.settext,jbutton.settext
33690,2,0,0,0,string.cast,none.none,utils.missingvalue,system.arraycopy,utils.missingvalue
33691,0,0,0,0,color.decode,runnable.<init>,jpanel.<init>,imageicon.<init>,runnable.<init>
33693,1,1,1,1,thread.start,thread.start,thread.start,thread.start,thread.start
33696,1,1,1,1,hashmap<string>.<init>,hashmap<string>.<init>,hashmap<string>.<init>,hashmap<string>.<init>,hashmap<string>.<init>
33697,2,0,1,0,droplocation.instance,none.none,font.<init>,droplocation.instance,runnable.<init>
33698,0,0,0,0,string.indexof,string.replaceall,string.replaceall,string.replaceall,string.trim
33700,0,0,0,1,system.getproperty,jframe.setvisible,jframe.setvisible,jframe.setvisible,system.getproperty
33701,1,1,1,1,list<string>.cast,list<string>.cast,list<string>.cast,list<string>.cast,list<string>.cast
33702,2,0,0,0,arraylist<character>.toarray,none.none,"hashmap<string,integer>.containskey",arraylist<string>.<init>,"hashmap<string,integer>.<init>"
33705,1,1,1,1,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>
33707,1,1,1,1,jtextarea.append,jtextarea.append,jtextarea.append,jtextarea.append,jtextarea.append
33708,1,0,1,1,string.equals,string.equals,printwriter.println,string.equals,string.equals
33709,1,1,1,1,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>
33711,2,0,0,0,linkedlist.<init>,none.none,thread.sleep,abstractpage.createsameclasspage,thread.sleep
33715,0,0,0,0,jpanel.<init>,swingutilities.invokelater,swingutilities.invokelater,jpanel.getlayout,swingutilities.invokelater
33716,1,1,1,1,content.addcontent,content.addcontent,content.addcontent,content.addcontent,content.addcontent
33717,0,0,0,0,bufferedimage.getwidth,graphics2d.drawimage,graphics2d.drawimage,graphics2d.dispose,graphics2d.drawimage
33718,1,1,1,1,arraylist<string>.<init>,arraylist<string>.<init>,arraylist<string>.<init>,arraylist<string>.<init>,arraylist<string>.<init>
33719,0,0,0,0,math.round,arraylist.<init>,linkedlist.<init>,linkedlist<integer>.<init>,arraylist.<init>
33722,1,1,1,0,rectangle.<init>,rectangle.<init>,rectangle.<init>,rectangle.<init>,random.<init>
33723,0,1,0,0,imageio.write,imageio.getimagewritersbyformatname,imageio.write,imageio.getimagewritersbyformatname,bufferedoutputstream.<init>
33726,1,1,1,1,list.add,list.add,list.add,list.add,list.add
33728,1,0,1,0,fileinputstream.<init>,fileinputstream.<init>,file.<init>,fileinputstream.<init>,arraylist.<init>
33730,2,0,0,0,jlabel.setdisplayedmnemonic,none.none,jtextfield.requestfocus,jtextfield.requestfocus,messagedigest.getinstance
33732,0,0,0,0,double.isnan,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33733,2,0,0,0,string.equalsignorecase,none.none,"hashmap<string,double>.keyset","hashmap<string,double>.containskey",hashset<string>.add
33734,0,0,0,0,jseparator.<init>,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>,jpasswordfield.<init>
33736,2,1,1,1,streamresult.<init>,none.none,streamresult.<init>,streamresult.<init>,streamresult.<init>
33737,2,0,0,0,hashtable.put,none.none,arraylist.isempty,"hashmap<string,value>.containskey",arraylist.cast
33739,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
33741,1,1,0,1,hashtable.put,hashtable.put,hashtable.put,hashmap.put,hashtable.put
33742,2,1,1,1,namespace.getasstring,none.none,namespace.getasstring,namespace.getasstring,namespace.getasstring
33744,2,0,0,0,value.asiterator,none.none,xpathcontext.setconfiguration,stringvalue.instance,xpathcontext.setlocalvariable
33745,1,1,1,1,string.length,string.length,string.length,string.length,string.length
33747,2,0,0,0,bufferedimage.setrgb,none.none,memoryimagesource.<init>,bufferedimage.gettype,jframe.setvisible
33748,1,1,1,1,string.split,string.split,string.split,string.split,string.split
33749,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33750,2,1,1,1,pattern.<init>,none.none,pattern.<init>,pattern.<init>,pattern.<init>
33751,0,0,0,0,printwriter.<init>,system.exit,system.exit,stringbuilder.<init>,integer.tostring
33752,0,0,0,0,file.createtempfile,system.getproperty,arrays.equals,system.getproperty,system.getproperty
33755,2,0,0,0,collection<integer>.size,none.none,iterator<integer>.hasnext,iterator<integer>.hasnext,collection<integer>.add
33759,2,0,1,0,hashmap<selectionkey>.put,none.none,map<receiver>.put,hashmap<selectionkey>.put,map<selectionkey>.put
33760,1,1,1,1,vector.elements,vector.elements,vector.elements,vector.elements,vector.elements
33762,0,0,0,0,math.max,keystroke.getkeystroke,keystroke.getkeystroke,gridlayout.<init>,math.abs
33766,1,1,1,1,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>
33767,1,1,1,1,number.instance,number.instance,number.instance,number.instance,number.instance
33770,1,1,1,1,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring,stringbuilder.tostring
33771,2,0,0,1,bufferedimage.getwidth,none.none,renderer.getimage,hashmap<string>.get,bufferedimage.getwidth
33772,1,1,1,1,bytebuffer.throw_get,bytebuffer.throw_get,bytebuffer.throw_get,bytebuffer.throw_get,bytebuffer.throw_get
33774,2,1,1,1,simpledateformat.cast,none.none,simpledateformat.cast,simpledateformat.cast,simpledateformat.cast
33776,2,0,0,0,system.getproperty,none.none,uri.<init>,uri.<init>,uri.tostring
33777,2,1,1,1,charinfo.arrayindex,none.none,charinfo.arrayindex,charinfo.arrayindex,charinfo.arrayindex
33780,1,1,1,1,element.instance,element.instance,element.instance,element.instance,element.instance
33783,0,0,0,0,file.<init>,fileoutputstream.<init>,joptionpane.showmessagedialog,fileoutputstream.<init>,string.format
33785,1,1,0,1,string.replace,string.replace,string.replace,string.startswith,string.replace
33787,0,0,0,0,map.containsvalue,map.get,map.get,map.get,map.containskey
33789,1,1,1,1,utility.getheaptuple,utility.getheaptuple,utility.getheaptuple,utility.getheaptuple,utility.getheaptuple
33790,1,1,1,1,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject
33791,2,0,0,0,condition.$,none.none,condition.array,arraylist<class>.<init>,condition.div
33792,0,0,0,0,fileinputstream.available,file.length,file.length,file.length,fileinputstream.read
33794,1,0,1,1,string.compareto,string.compareto,object.tostring,string.compareto,string.compareto
33795,0,0,0,0,xmloutputfactory.newinstance,fileoutputstream.<init>,fileoutputstream.<init>,documentbuilderfactory.newinstance,fileoutputstream.<init>
33797,2,0,0,0,arraylist.size,none.none,"hashmap<integer,double>.get",math.abs,math.abs
33798,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
33801,1,1,0,1,integer.instance,integer.instance,integer.instance,string.cast,integer.instance
33802,1,0,1,1,arrays.aslist,arrays.aslist,string.valueof,arrays.aslist,arrays.aslist
33803,0,0,0,0,string.split,string.trim,string.trim,string.trim,string.endswith
33806,1,1,1,1,vector.remove,vector.remove,vector.remove,vector.remove,vector.remove
33807,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33809,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
33810,0,0,0,0,segment.getdistancefromwaypoint,point.<init>,point.<init>,point.<init>,vector3d.<init>
33812,0,0,0,0,vector.<init>,bufferedreader.readline,bufferedreader.readline,arraylist<string>.<init>,arraylist.<init>
33814,1,1,1,1,integer.cast,integer.cast,integer.cast,integer.cast,integer.cast
33815,0,0,0,1,toolkit.getdefaulttoolkit,actionlistener.<init>,actionlistener.<init>,jtextfield.settext,toolkit.getdefaulttoolkit
33816,0,1,0,0,thread.sleep,runnable.<init>,thread.sleep,timer.<init>,runnable.<init>
33818,1,0,1,1,jtextfield.<init>,jtextfield.<init>,string.equalsignorecase,jtextfield.<init>,jtextfield.<init>
33821,1,1,1,1,vector.size,vector.size,vector.size,vector.size,vector.size
33825,1,1,1,1,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>
33827,0,0,0,0,part.copyattributes,vector.add,vector.addelement,vector.add,part.clone
33830,2,1,0,1,linkedlist<option>.add,none.none,linkedlist<option>.add,"linkedhashmap<string,option>.put",linkedlist<option>.add
33831,2,0,0,0,integer.intvalue,none.none,iterator.hasnext,arraylist<integer>.<init>,jscrollpane.getviewport
33832,1,1,1,1,entry<string>.getvalue,entry<string>.getvalue,entry<string>.getvalue,entry<string>.getvalue,entry<string>.getvalue
33835,2,1,1,1,pattern.<init>,none.none,pattern.<init>,pattern.<init>,pattern.<init>
33840,2,0,0,0,file.<init>,none.none,integer.<init>,arraylist<string>.<init>,long.valueof
33842,2,0,0,0,character.gety,none.none,character.getdirection,string.equals,string.charat
33843,2,0,0,0,hashset.isempty,none.none,hashset.clear,listiterator.hasnext,comparator.compare
33844,2,1,0,0,"arraylist<hashmap<string,string>>.size",none.none,"arraylist<hashmap<string,string>>.size",jcombobox<string>.getselecteditem,jtextfield.settext
33845,0,0,0,0,filewriter.<init>,writer.write,writer.write,writer.write,writer.write
33847,2,1,1,1,defaultlistmodel.cast,none.none,defaultlistmodel.cast,defaultlistmodel.cast,defaultlistmodel.cast
33848,0,0,0,0,string.format,fileoutputstream.<init>,fileoutputstream.<init>,filewriter.<init>,fileoutputstream.<init>
33850,1,1,1,1,node.getchildnodes,node.getchildnodes,node.getchildnodes,node.getchildnodes,node.getchildnodes
33853,2,1,1,1,dimension.getcopy,none.none,dimension.getcopy,dimension.getcopy,dimension.getcopy
33854,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33855,1,1,1,1,resultset.getint,resultset.getint,resultset.getint,resultset.getint,resultset.getint
33859,1,1,1,1,graphics2d.cast,graphics2d.cast,graphics2d.cast,graphics2d.cast,graphics2d.cast
33861,2,0,0,1,blockingqueue<inflater>.take,none.none,message.copy,bytebuffer.wrap,blockingqueue<inflater>.take
33863,1,1,1,1,node.endcheck,node.endcheck,node.endcheck,node.endcheck,node.endcheck
33868,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
33869,1,1,1,1,arraylist<node>.<init>,arraylist<node>.<init>,arraylist<node>.<init>,arraylist<node>.<init>,arraylist<node>.<init>
33870,2,0,1,1,arc.getoutelement,none.none,arc.getid,arc.getoutelement,arc.getoutelement
33874,1,1,1,1,thread.sleep,thread.sleep,thread.sleep,thread.sleep,thread.sleep
33876,1,0,1,1,enumeration.hasmoreelements,enumeration.hasmoreelements,vector.elements,enumeration.hasmoreelements,enumeration.hasmoreelements
33877,1,1,1,1,vector.elementat,vector.elementat,vector.elementat,vector.elementat,vector.elementat
33883,0,0,0,0,jcombobox.getitemcount,jtextfield.gettext,jtextfield.settext,jtextfield.gettext,integer.parseint
33884,2,0,1,0,uimanager.getsystemlookandfeelclassname,none.none,preferences.getfont,uimanager.getsystemlookandfeelclassname,preferences.put
33886,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33887,0,0,0,1,string.charat,string.length,string.length,string.length,string.charat
33889,0,0,0,0,dictionary.getword,set.add,hashset.add,set.add,set.add
33891,2,0,1,0,boundedinputstream.getallowedbytes,none.none,boundedinputstream.skip,boundedinputstream.getallowedbytes,boundedinputstream.read
33893,2,0,1,1,list<attribute>.size,none.none,list.size,list<attribute>.size,list<attribute>.size
33895,0,0,0,0,thread.sleep,integer.parseint,map<integer>.get,arraylist<string>.size,integer.parseint
33897,1,1,1,1,object[].cast,object[].cast,object[].cast,object[].cast,object[].cast
33898,1,1,1,1,class.forname,class.forname,class.forname,class.forname,class.forname
33899,2,1,0,1,list.add,none.none,list.add,iterator<row>.hasnext,list.add
33901,1,1,0,1,color.getrgb,color.getrgb,color.getrgb,color.getred,color.getrgb
33903,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
33905,0,0,0,0,stringbuffer.<init>,"map<string,string>.put","map<string,string>.put",filewriter.<init>,file.mkdirs
33907,1,1,1,1,hashmap<map<integer>>.<init>,hashmap<map<integer>>.<init>,hashmap<map<integer>>.<init>,hashmap<map<integer>>.<init>,hashmap<map<integer>>.<init>
33911,2,1,1,1,stack<stack>.<init>,none.none,stack<stack>.<init>,stack<stack>.<init>,stack<stack>.<init>
33916,2,1,1,1,hashmap<integer>.containskey,none.none,hashmap<integer>.containskey,hashmap<integer>.containskey,hashmap<integer>.containskey
33917,1,1,1,1,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>,filewriter.<init>
33918,2,1,1,1,linkedhashset<class>.<init>,none.none,linkedhashset<class>.<init>,linkedhashset<class>.<init>,linkedhashset<class>.<init>
33919,2,1,1,0,task.buildcontinuation,none.none,task.buildcontinuation,task.buildcontinuation,task.buildcontinuous
33920,2,0,0,0,error.<init>,none.none,hashmap<long>.put,randomaccessfile.seek,arraylist<long>.add
33923,0,0,0,0,string.format,decimalformat.format,numberformat.format,string.length,decimalformat.format
33924,2,1,1,1,regularexpression.<init>,none.none,regularexpression.<init>,regularexpression.<init>,regularexpression.<init>
33925,1,0,0,1,string.substring,string.substring,string.split,string.indexof,string.substring
33927,0,0,0,0,math.min,random.nextint,math.abs,"hashmap<string,integer>.get",random.nextint
33928,2,1,1,1,jtextarea.setenabled,none.none,jtextarea.setenabled,jtextarea.setenabled,jtextarea.setenabled
33929,1,1,0,1,inputstream.read,inputstream.read,inputstream.read,datainputstream.<init>,inputstream.read
33930,1,1,1,1,filedialog.getdirectory,filedialog.getdirectory,filedialog.getdirectory,filedialog.getdirectory,filedialog.getdirectory
33931,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33933,1,0,1,1,jtextfield.<init>,jtextfield.<init>,jlabel.settext,jtextfield.<init>,jtextfield.<init>
33935,1,0,1,1,graph.getvertices,graph.getvertices,iterator.hasnext,graph.getvertices,graph.getvertices
33936,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33937,1,1,1,1,fileinputstream.<init>,fileinputstream.<init>,fileinputstream.<init>,fileinputstream.<init>,fileinputstream.<init>
33939,0,0,0,1,string.split,string.indexof,socket.close,string.indexof,string.split
33940,1,1,0,1,jfilechooser.showopendialog,jfilechooser.showopendialog,jfilechooser.showopendialog,jfilechooser.setfileselectionmode,jfilechooser.showopendialog
33945,0,0,1,0,file.isdirectory,file.delete,file.delete,file.isdirectory,file.delete
33946,1,1,1,1,filter.usefilter,filter.usefilter,filter.usefilter,filter.usefilter,filter.usefilter
33947,2,0,0,0,iterator<double>.hasnext,none.none,"hashmap<string,double>.size","hashmap<string,double>.<init>",entry<integer>.getkey
33948,1,1,1,1,math.max,math.max,math.max,math.max,math.max
33949,0,0,0,0,stringbuilder.<init>,set<string>.contains,list.size,set<string>.contains,set.contains
33951,2,1,1,1,arraylist<object>.addall,none.none,arraylist<object>.addall,arraylist<object>.addall,arraylist<object>.addall
33953,2,1,1,1,textfield.setforeground,none.none,textfield.setforeground,textfield.setforeground,textfield.setforeground
33954,1,1,1,1,list.get,list.get,list.get,list.get,list.get
33955,1,1,1,1,datasource.getconnection,datasource.getconnection,datasource.getconnection,datasource.getconnection,datasource.getconnection
33956,2,0,0,1,pattern.flags,none.none,pattern.compile,pattern.compile,pattern.flags
33958,1,1,1,1,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection
33962,2,1,1,1,messagedigest.engineupdate,none.none,messagedigest.engineupdate,messagedigest.engineupdate,messagedigest.engineupdate
33963,2,0,0,0,window.setvisible,none.none,window.dispose,window.dispose,window.dispose
33964,0,0,0,0,jlabel.<init>,jbutton.settext,jbutton.settext,jbutton.settext,jbutton.settext
33965,2,0,0,0,math.pow,none.none,list<object>.add,double.<init>,double.setanglevalue
33966,2,0,0,0,renderer.add,none.none,math.max,bufferedimage.setrgb,renderer.glupdatemodelmatrix
33967,1,1,1,0,map.put,map.put,map.put,map.put,hashmap<integer>.put
33970,0,0,0,0,graphicsconfiguration.createcompatiblevolatileimage,graphicsconfiguration.createcompatibleimage,graphicsconfiguration.createcompatibleimage,graphicsconfiguration.createcompatibleimage,graphicsconfiguration.createcompatibleimage
33971,1,1,1,1,mersennetwister.setseed,mersennetwister.setseed,mersennetwister.setseed,mersennetwister.setseed,mersennetwister.setseed
33972,2,0,0,1,participant.cast,none.none,jtable.<init>,jtable.<init>,participant.cast
33973,1,1,1,1,string.<init>,string.<init>,string.<init>,string.<init>,string.<init>
33974,1,1,1,1,jtextfield.cast,jtextfield.cast,jtextfield.cast,jtextfield.cast,jtextfield.cast
33975,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
33976,0,0,0,0,color.<init>,bufferedimage.getraster,arraylist<integer>.add,bufferedimage.getraster,arraylist.<init>
33977,1,1,1,1,math.pow,math.pow,math.pow,math.pow,math.pow
33979,0,0,0,0,arraylist<node>.get,stringwriter.tostring,stringwriter.tostring,arraylist.<init>,arraylist<node>.size
33984,1,1,0,1,utilities.printfrequencies,utilities.printfrequencies,utilities.printfrequencies,list<frequency>.iterator,utilities.printfrequencies
33985,2,0,0,0,list.size,none.none,arraylist.<init>,integer.<init>,utils.getworld
33988,1,1,1,0,string.charat,string.charat,string.charat,string.charat,arrays.binarysearch
33989,1,1,1,1,list.cast,list.cast,list.cast,list.cast,list.cast
33990,0,1,0,0,statement.execute,connection.createstatement,statement.execute,connection.createstatement,connection.createstatement
